subset,hellwig_score
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.5759600680460506
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.5759336036150571
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'interest', 'total_repayment')",0.5755456150181779
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.5755255457445986
"('loan_amount', 'collateral_value', 'missed_repayments', 'vintage_in_months', 'total_repayment')",0.5755232980777142
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'total_repayment')",0.5754968336467207
"('missed_repayments', 'vintage_in_months', 'interest', 'monthly_emi', 'total_repayment')",0.5748523561675352
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'interest', 'total_repayment')",0.5748501085006508
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.5748300392270714
"('missed_repayments', 'vintage_in_months', 'interest', 'total_repayment')",0.5748236440696572
"('missed_repayments', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.5748035747960779
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'total_repayment')",0.5748013271291935
"('missed_repayments', 'vintage_in_months', 'total_repayment')",0.5747748626982
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.567628972363279
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.5671922023949426
"('missed_repayments', 'vintage_in_months', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.5665190128178792
"('missed_repayments', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.5664989435442999
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.5664966958774155
"('missed_repayments', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.566470231446422
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.5615826090597318
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'interest', 'avg_balance_amt')",0.5609094194826684
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.560889350209089
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.5608871025422046
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.5608606381112111
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.560472649514332
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.5604525802407526
"('loan_amount', 'collateral_value', 'missed_repayments', 'vintage_in_months', 'avg_balance_amt')",0.5604503325738682
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'avg_balance_amt')",0.5604238681428747
"('missed_repayments', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_balance_amt')",0.5597793906636892
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.5597771429968048
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.5597570737232255
"('missed_repayments', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.5597506785658113
"('missed_repayments', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.559730609292232
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'avg_balance_amt')",0.5597283616253476
"('missed_repayments', 'vintage_in_months', 'avg_balance_amt')",0.559701897194354
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.5545780883687693
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'interest', 'avg_rr_per_city')",0.5539048987917059
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.5538848295181266
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.5538825818512422
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.5538561174202487
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.5534681288233695
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.5534480595497902
"('loan_amount', 'collateral_value', 'missed_repayments', 'vintage_in_months', 'avg_rr_per_city')",0.5534458118829058
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'avg_rr_per_city')",0.5534193474519122
"('missed_repayments', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.5527748699727267
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.5527726223058423
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.552752553032263
"('missed_repayments', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.5527461578748488
"('missed_repayments', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.5527260886012695
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'avg_rr_per_city')",0.5527238409343851
"('missed_repayments', 'vintage_in_months', 'avg_rr_per_city')",0.5526973765033916
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'interest')",0.5478585354881587
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.5478384662145793
"('loan_amount', 'collateral_value', 'missed_repayments', 'vintage_in_months', 'tenure_years')",0.5478362185476949
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'tenure_years')",0.5478097541167014
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'interest', 'monthly_emi')",0.5471652766375159
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'interest')",0.5471630289706315
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.5471429596970522
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'interest')",0.547136564539638
"('missed_repayments', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.5471164952660587
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'tenure_years')",0.5471142475991743
"('missed_repayments', 'vintage_in_months', 'tenure_years')",0.5470877831681807
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'interest', 'monthly_emi')",0.5467285066691795
"('loan_amount', 'collateral_value', 'missed_repayments', 'vintage_in_months', 'interest')",0.5467262590022951
"('loan_amount', 'collateral_value', 'missed_repayments', 'vintage_in_months', 'monthly_emi')",0.5467061897287158
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'interest')",0.5466997945713016
"('collateral_value', 'missed_repayments', 'vintage_in_months', 'monthly_emi')",0.5466797252977222
"('loan_amount', 'collateral_value', 'missed_repayments', 'vintage_in_months')",0.5466774776308378
"('collateral_value', 'missed_repayments', 'vintage_in_months')",0.5466510131998443
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'interest', 'monthly_emi')",0.5460330001516523
"('missed_repayments', 'vintage_in_months', 'interest', 'monthly_emi')",0.5460065357206588
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'interest')",0.5460042880537744
"('loan_amount', 'missed_repayments', 'vintage_in_months', 'monthly_emi')",0.5459842187801951
"('missed_repayments', 'vintage_in_months', 'interest')",0.5459778236227809
"('missed_repayments', 'vintage_in_months', 'monthly_emi')",0.5459577543492016
"('loan_amount', 'missed_repayments', 'vintage_in_months')",0.5459555066823172
"('missed_repayments', 'vintage_in_months')",0.5459290422513237
"('number_of_loans', 'missed_repayments', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.5337192371768151
"('number_of_loans', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.5281096438416043
"('collateral_value', 'number_of_loans', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.5276728738732678
"('number_of_loans', 'missed_repayments', 'interest', 'total_repayment', 'avg_balance_amt')",0.5269996842962045
"('number_of_loans', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.5269796150226251
"('loan_amount', 'number_of_loans', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.5269773673557407
"('number_of_loans', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.5269509029247472
"('number_of_loans', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.5211051231506418
"('collateral_value', 'number_of_loans', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.5206683531823053
"('number_of_loans', 'missed_repayments', 'interest', 'total_repayment', 'avg_rr_per_city')",0.519995163605242
"('number_of_loans', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.5199750943316627
"('loan_amount', 'number_of_loans', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.5199728466647783
"('number_of_loans', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.5199463822337848
"('collateral_value', 'number_of_loans', 'missed_repayments', 'tenure_years', 'total_repayment')",0.5150587598470945
"('number_of_loans', 'missed_repayments', 'tenure_years', 'interest', 'total_repayment')",0.5143855702700312
"('number_of_loans', 'missed_repayments', 'tenure_years', 'monthly_emi', 'total_repayment')",0.5143655009964518
"('loan_amount', 'number_of_loans', 'missed_repayments', 'tenure_years', 'total_repayment')",0.5143632533295674
"('number_of_loans', 'missed_repayments', 'tenure_years', 'total_repayment')",0.5143367888985739
"('collateral_value', 'number_of_loans', 'missed_repayments', 'interest', 'total_repayment')",0.5139488003016948
"('collateral_value', 'number_of_loans', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.5139287310281153
"('loan_amount', 'collateral_value', 'number_of_loans', 'missed_repayments', 'total_repayment')",0.5139264833612309
"('collateral_value', 'number_of_loans', 'missed_repayments', 'total_repayment')",0.5139000189302374
"('number_of_loans', 'missed_repayments', 'interest', 'monthly_emi', 'total_repayment')",0.513255541451052
"('loan_amount', 'number_of_loans', 'missed_repayments', 'interest', 'total_repayment')",0.5132532937841676
"('loan_amount', 'number_of_loans', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.5132332245105883
"('number_of_loans', 'missed_repayments', 'interest', 'total_repayment')",0.5132268293531741
"('number_of_loans', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.5132067600795948
"('loan_amount', 'number_of_loans', 'missed_repayments', 'total_repayment')",0.5132045124127104
"('number_of_loans', 'missed_repayments', 'total_repayment')",0.5131780479817168
"('number_of_loans', 'missed_repayments', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.5060321576467959
"('collateral_value', 'number_of_loans', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.5055953876784595
"('number_of_loans', 'missed_repayments', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.5049221981013962
"('number_of_loans', 'missed_repayments', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.5049021288278167
"('loan_amount', 'number_of_loans', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.5048998811609323
"('number_of_loans', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.5048734167299388
"('collateral_value', 'number_of_loans', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.4999857943432486
"('number_of_loans', 'missed_repayments', 'tenure_years', 'interest', 'avg_balance_amt')",0.4993126047661853
"('number_of_loans', 'missed_repayments', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.4992925354926059
"('loan_amount', 'number_of_loans', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.4992902878257215
"('number_of_loans', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.49926382339472797
"('collateral_value', 'number_of_loans', 'missed_repayments', 'interest', 'avg_balance_amt')",0.4988758347978488
"('collateral_value', 'number_of_loans', 'missed_repayments', 'monthly_emi', 'avg_balance_amt')",0.4988557655242694
"('loan_amount', 'collateral_value', 'number_of_loans', 'missed_repayments', 'avg_balance_amt')",0.498853517857385
"('collateral_value', 'number_of_loans', 'missed_repayments', 'avg_balance_amt')",0.4988270534263915
"('number_of_loans', 'missed_repayments', 'interest', 'monthly_emi', 'avg_balance_amt')",0.4981825759472061
"('loan_amount', 'number_of_loans', 'missed_repayments', 'interest', 'avg_balance_amt')",0.4981803282803217
"('loan_amount', 'number_of_loans', 'missed_repayments', 'monthly_emi', 'avg_balance_amt')",0.4981602590067423
"('number_of_loans', 'missed_repayments', 'interest', 'avg_balance_amt')",0.4981538638493282
"('number_of_loans', 'missed_repayments', 'monthly_emi', 'avg_balance_amt')",0.4981337945757488
"('loan_amount', 'number_of_loans', 'missed_repayments', 'avg_balance_amt')",0.4981315469088644
"('number_of_loans', 'missed_repayments', 'avg_balance_amt')",0.4981050824778709
"('collateral_value', 'number_of_loans', 'missed_repayments', 'tenure_years', 'avg_rr_per_city')",0.4929812736522861
"('number_of_loans', 'missed_repayments', 'tenure_years', 'interest', 'avg_rr_per_city')",0.4923080840752228
"('number_of_loans', 'missed_repayments', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.4922880148016434
"('loan_amount', 'number_of_loans', 'missed_repayments', 'tenure_years', 'avg_rr_per_city')",0.492285767134759
"('number_of_loans', 'missed_repayments', 'tenure_years', 'avg_rr_per_city')",0.4922593027037655
"('collateral_value', 'number_of_loans', 'missed_repayments', 'interest', 'avg_rr_per_city')",0.49187131410688634
"('collateral_value', 'number_of_loans', 'missed_repayments', 'monthly_emi', 'avg_rr_per_city')",0.49185124483330694
"('loan_amount', 'collateral_value', 'number_of_loans', 'missed_repayments', 'avg_rr_per_city')",0.49184899716642255
"('collateral_value', 'number_of_loans', 'missed_repayments', 'avg_rr_per_city')",0.49182253273542903
"('number_of_loans', 'missed_repayments', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.49117805525624364
"('loan_amount', 'number_of_loans', 'missed_repayments', 'interest', 'avg_rr_per_city')",0.49117580758935925
"('loan_amount', 'number_of_loans', 'missed_repayments', 'monthly_emi', 'avg_rr_per_city')",0.49115573831577986
"('number_of_loans', 'missed_repayments', 'interest', 'avg_rr_per_city')",0.4911493431583657
"('number_of_loans', 'missed_repayments', 'monthly_emi', 'avg_rr_per_city')",0.49112927388478633
"('loan_amount', 'number_of_loans', 'missed_repayments', 'avg_rr_per_city')",0.49112702621790194
"('number_of_loans', 'missed_repayments', 'avg_rr_per_city')",0.4911005617869084
"('cheque_bounces', 'vintage_in_months', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.4902561078039341
"('collateral_value', 'number_of_loans', 'missed_repayments', 'tenure_years', 'interest')",0.4862617207716755
"('collateral_value', 'number_of_loans', 'missed_repayments', 'tenure_years', 'monthly_emi')",0.4862416514980961
"('loan_amount', 'collateral_value', 'number_of_loans', 'missed_repayments', 'tenure_years')",0.4862394038312117
"('collateral_value', 'number_of_loans', 'missed_repayments', 'tenure_years')",0.4862129394002182
"('number_of_loans', 'missed_repayments', 'tenure_years', 'interest', 'monthly_emi')",0.4855684619210328
"('loan_amount', 'number_of_loans', 'missed_repayments', 'tenure_years', 'interest')",0.4855662142541484
"('loan_amount', 'number_of_loans', 'missed_repayments', 'tenure_years', 'monthly_emi')",0.485546144980569
"('number_of_loans', 'missed_repayments', 'tenure_years', 'interest')",0.4855397498231549
"('number_of_loans', 'missed_repayments', 'tenure_years', 'monthly_emi')",0.4855196805495755
"('loan_amount', 'number_of_loans', 'missed_repayments', 'tenure_years')",0.4855174328826911
"('number_of_loans', 'missed_repayments', 'tenure_years')",0.4854909684516976
"('collateral_value', 'number_of_loans', 'missed_repayments', 'interest', 'monthly_emi')",0.48513169195269634
"('loan_amount', 'collateral_value', 'number_of_loans', 'missed_repayments', 'interest')",0.48512944428581195
"('loan_amount', 'collateral_value', 'number_of_loans', 'missed_repayments', 'monthly_emi')",0.48510937501223256
"('collateral_value', 'number_of_loans', 'missed_repayments', 'interest')",0.48510297985481843
"('collateral_value', 'number_of_loans', 'missed_repayments', 'monthly_emi')",0.48508291058123904
"('loan_amount', 'collateral_value', 'number_of_loans', 'missed_repayments')",0.48508066291435464
"('collateral_value', 'number_of_loans', 'missed_repayments')",0.4850541984833611
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.48464651446872326
"('loan_amount', 'number_of_loans', 'missed_repayments', 'interest', 'monthly_emi')",0.48443618543516925
"('number_of_loans', 'missed_repayments', 'interest', 'monthly_emi')",0.48440972100417573
"('loan_amount', 'number_of_loans', 'missed_repayments', 'interest')",0.48440747333729134
"('loan_amount', 'number_of_loans', 'missed_repayments', 'monthly_emi')",0.48438740406371195
"('number_of_loans', 'missed_repayments', 'interest')",0.4843810089062978
"('number_of_loans', 'missed_repayments', 'monthly_emi')",0.4843609396327184
"('loan_amount', 'number_of_loans', 'missed_repayments')",0.48435869196583403
"('number_of_loans', 'missed_repayments')",0.4843322275348405
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'total_repayment', 'avg_balance_amt')",0.4842097445003868
"('cheque_bounces', 'vintage_in_months', 'interest', 'total_repayment', 'avg_balance_amt')",0.4835365549233235
"('cheque_bounces', 'vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.4835164856497441
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'total_repayment', 'avg_balance_amt')",0.48351423798285964
"('cheque_bounces', 'vintage_in_months', 'total_repayment', 'avg_balance_amt')",0.4834877735518662
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.4776419937777608
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'total_repayment', 'avg_rr_per_city')",0.4772052238094243
"('cheque_bounces', 'vintage_in_months', 'interest', 'total_repayment', 'avg_rr_per_city')",0.476532034232361
"('cheque_bounces', 'vintage_in_months', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.4765119649587816
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'total_repayment', 'avg_rr_per_city')",0.4765097172918972
"('cheque_bounces', 'vintage_in_months', 'total_repayment', 'avg_rr_per_city')",0.4764832528609037
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.4715956304742135
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'interest', 'total_repayment')",0.4709224408971502
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'total_repayment')",0.4709023716235708
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.47090012395668635
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'total_repayment')",0.4708736595256929
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'interest', 'total_repayment')",0.4704856709288137
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.4704656016552343
"('loan_amount', 'collateral_value', 'cheque_bounces', 'vintage_in_months', 'total_repayment')",0.47046335398834993
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'total_repayment')",0.4704368895573564
"('cheque_bounces', 'vintage_in_months', 'interest', 'monthly_emi', 'total_repayment')",0.469792412078171
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'interest', 'total_repayment')",0.46979016441128657
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.4697700951377072
"('cheque_bounces', 'vintage_in_months', 'interest', 'total_repayment')",0.4697636999802931
"('cheque_bounces', 'vintage_in_months', 'monthly_emi', 'total_repayment')",0.4697436307067137
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'total_repayment')",0.46974138303982926
"('cheque_bounces', 'vintage_in_months', 'total_repayment')",0.4697149186088358
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.46256902827391483
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.46213225830557836
"('cheque_bounces', 'vintage_in_months', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.46145906872851505
"('cheque_bounces', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.46143899945493566
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.4614367517880512
"('cheque_bounces', 'vintage_in_months', 'avg_balance_amt', 'avg_rr_per_city')",0.46141028735705775
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.45652266497036753
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'interest', 'avg_balance_amt')",0.4558494753933042
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.45582940611972483
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.4558271584528404
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'avg_balance_amt')",0.4558006940218469
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.45541270542496776
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.45539263615138836
"('loan_amount', 'collateral_value', 'cheque_bounces', 'vintage_in_months', 'avg_balance_amt')",0.45539038848450397
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'avg_balance_amt')",0.45536392405351045
"('cheque_bounces', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_balance_amt')",0.45471944657432506
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.4547171989074406
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.4546971296338612
"('cheque_bounces', 'vintage_in_months', 'interest', 'avg_balance_amt')",0.45469073447644714
"('cheque_bounces', 'vintage_in_months', 'monthly_emi', 'avg_balance_amt')",0.45467066520286775
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'avg_balance_amt')",0.4546684175359833
"('cheque_bounces', 'vintage_in_months', 'avg_balance_amt')",0.45464195310498984
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.44951814427940506
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'interest', 'avg_rr_per_city')",0.44884495470234176
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.44882488542876237
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.4488226377618779
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.44879617333088445
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.4484081847340053
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.4483881154604259
"('loan_amount', 'collateral_value', 'cheque_bounces', 'vintage_in_months', 'avg_rr_per_city')",0.4483858677935415
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'avg_rr_per_city')",0.448359403362548
"('cheque_bounces', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.4477149258833626
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.44771267821647814
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.44769260894289875
"('cheque_bounces', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.4476862137854847
"('cheque_bounces', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.4476661445119053
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'avg_rr_per_city')",0.44766389684502084
"('cheque_bounces', 'vintage_in_months', 'avg_rr_per_city')",0.44763743241402737
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'interest')",0.44279859139879446
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.44277852212521507
"('loan_amount', 'collateral_value', 'cheque_bounces', 'vintage_in_months', 'tenure_years')",0.4427762744583307
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'tenure_years')",0.44274981002733715
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'interest', 'monthly_emi')",0.44210533254815176
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'interest')",0.4421030848812673
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.4420830156076879
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'interest')",0.44207662045027385
"('cheque_bounces', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.44205655117669446
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'tenure_years')",0.44205430350981
"('cheque_bounces', 'vintage_in_months', 'tenure_years')",0.44202783907881654
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'interest', 'monthly_emi')",0.4416685625798153
"('loan_amount', 'collateral_value', 'cheque_bounces', 'vintage_in_months', 'interest')",0.4416663149129309
"('loan_amount', 'collateral_value', 'cheque_bounces', 'vintage_in_months', 'monthly_emi')",0.4416462456393515
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'interest')",0.4416398504819374
"('collateral_value', 'cheque_bounces', 'vintage_in_months', 'monthly_emi')",0.441619781208358
"('loan_amount', 'collateral_value', 'cheque_bounces', 'vintage_in_months')",0.4416175335414736
"('collateral_value', 'cheque_bounces', 'vintage_in_months')",0.4415910691104801
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'interest', 'monthly_emi')",0.44097305606228815
"('cheque_bounces', 'vintage_in_months', 'interest', 'monthly_emi')",0.4409465916312947
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'interest')",0.44094434396441023
"('loan_amount', 'cheque_bounces', 'vintage_in_months', 'monthly_emi')",0.44092427469083084
"('cheque_bounces', 'vintage_in_months', 'interest')",0.44091787953341677
"('cheque_bounces', 'vintage_in_months', 'monthly_emi')",0.4408978102598374
"('loan_amount', 'cheque_bounces', 'vintage_in_months')",0.4408955625929529
"('cheque_bounces', 'vintage_in_months')",0.44086909816195946
"('cheque_bounces', 'number_of_loans', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.4286592930874509
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.42304969975224005
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'total_repayment', 'avg_balance_amt')",0.4226129297839036
"('cheque_bounces', 'number_of_loans', 'interest', 'total_repayment', 'avg_balance_amt')",0.4219397402068403
"('cheque_bounces', 'number_of_loans', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.4219196709332609
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'total_repayment', 'avg_balance_amt')",0.4219174232663765
"('cheque_bounces', 'number_of_loans', 'total_repayment', 'avg_balance_amt')",0.42189095883538297
"('cheque_bounces', 'number_of_loans', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.4160451790612776
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'total_repayment', 'avg_rr_per_city')",0.4156084090929411
"('cheque_bounces', 'number_of_loans', 'interest', 'total_repayment', 'avg_rr_per_city')",0.4149352195158778
"('cheque_bounces', 'number_of_loans', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.4149151502422984
"('loan_amount', 'cheque_bounces', 'number_of_loans', 'total_repayment', 'avg_rr_per_city')",0.414912902575414
"('cheque_bounces', 'number_of_loans', 'total_repayment', 'avg_rr_per_city')",0.4148864381444205
"('collateral_value', 'cheque_bounces', 'number_of_loans', 'tenure_years', 'total_repayment')",0.4099988157577303
